CUSTOMER_ID,CUSTOMER_NAME,AGE,MARITAL_STATUS,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,HOUSE_TYPE,CITY,STATE
A00004547,Norman Brantley,59,N,N,4,LI,PhD,Rent,Manchester,CT
A00005545,Benjamin Whaley,61,Y,Y,6,HI,High School,Rent,Greenfield,MA
A00002732,Keith Jordan,58,Y,Y,7,MI,NA,Mortgage,Glendale,AZ
A00001080,Natalie Lewis,34,Y,Y,2,HI,High School,Own,Shelburne,VT
A00004011,Sean Font,29,Y,Y,6,MI,Bachelor,Rent,Nashville,TN
A00007932,Phillip Bohorquez,59,Y,Y,7,HI,Bachelor,Own,Warr Acres,OK
A00007959,Teresa Dingmann,40,Y,N,5,LI,Bachelor,Rent,Washington,DC
A00005689,Retta Whittenburg,41,N,Y,7,MI,NA,Rent,Saugus,MA
A00007659,Gail Trotman,27,N,Y,2,MI,College,Mortgage,Glendale,AZ
A00005928,Rachel Jones,56,N,Y,2,LI,Bachelor,Mortgage,Manchester,CT
A00004503,Eloy Riley,35,Y,Y,2,LI,High School,Mortgage,Glen Burnie,MD
A00008146,Linda Flint,39,Y,Y,3,HI,Bachelor,Rent,Montgomery,AL
A00009672,Roger Kuehnle,58,N,Y,6,MI,Bachelor,Rent,Fayetteville,AR
A00005196,Michael Brown,42,Y,Y,4,MI,Bachelor,Rent,Fayetteville,AR
A00007468,June Kluck,27,Y,Y,6,MI,Bachelor,Own,Edmond,OK
A00005208,Molly Fletcher,44,N,Y,3,HI,High School,Mortgage,Manchester,CT
A00008541,Isiah Brubaker,49,N,Y,2,MI,Masters,Rent,Lincoln,CA
A00001412,Lisa Ferry,48,Y,Y,2,MI,Bachelor,Own,Charlotte,VT
A00005511,Linda William,47,Y,Y,5,MI,Bachelor,Rent,Louisville,KY
A00007716,Adrian Vazquez,33,Y,Y,2,MI,MD,Rent,Savannah,GA
A00007098,Joyce Carroll,36,Y,Y,7,LI,Bachelor,Mortgage,Glendale,AZ
A00003503,Denise Mcgaha,61,Y,Y,5,MI,High School,Mortgage,Jeffersontown,KY
A00000524,Heather Ransom,27,Y,Y,2,HI,Bachelor,Rent,Panama City,FL
A00001305,Norman Vasta,64,N,Y,4,MI,Bachelor,Rent,Edgewater,MD
A00003939,Helen Lannon,40,Y,Y,5,HI,Bachelor,Mortgage,Bakersfield,CA
A00007730,Robin Baseler,27,Y,Y,2,LI,Bachelor,Mortgage,Fremont,CA
A00008909,Mariano Pettry,43,Y,Y,4,MI,PhD,Rent,Nashville,TN
A00001171,Sheri Burrows,39,Y,Y,7,HI,High School,Rent,Berkeley,CA
A00009118,Kevin Joseph,42,Y,Y,5,HI,NA,Mortgage,Castro Valley,CA
A00002466,William Kunka,39,Y,Y,2,LI,Bachelor,Mortgage,Panama City,FL
A00001759,Adam Reno,48,Y,Y,2,LI,Bachelor,Rent,Oklahoma City,OK
A00002570,Dorothy Hendricks,53,Y,Y,7,HI,Bachelor,Rent,Glendale,AZ
A00004336,Maryann Staton,44,Y,Y,2,HI,College,Own,Glendale,AZ
A00006573,Connie Robinson,31,Y,Y,7,LI,Masters,Mortgage,Washington,DC
A00005657,John Rubio,56,Y,Y,7,MI,High School,Mortgage,Glendale,AZ
A00003118,Aida Soule,32,Y,N,6,MI,Bachelor,Rent,Panama City Beach,FL
A00008495,Wilma Armstrong,61,Y,Y,5,MI,High School,Mortgage,Savannah,GA
A00009716,Deborah Guerrette,37,Y,N,4,MI,High School,Rent,Manchester,CT
A00004822,Darryl Ayers,44,Y,Y,5,LI,Bachelor,Mortgage,Nashville,TN
A00000147,Juanita Sterner,48,Y,Y,5,HI,Bachelor,Rent,Louisville,KY
A00003152,Joseph Jaramillo,64,Y,Y,4,LI,High School,Mortgage,Louisville,KY
A00001757,Jerome Laborde,26,N,N,5,HI,PhD,Rent,Pueblo,CO
A00006342,Winford Rivers,62,Y,Y,6,HI,Masters,Rent,Savannah,GA
A00003004,Ronald Floto,48,N,Y,7,HI,High School,Own,Hartford,VT
A00001777,Reynaldo Arterbury,59,Y,N,5,MI,High School,Mortgage,Louisville,KY
A00002382,Katie Wentz,47,N,Y,6,HI,Bachelor,Mortgage,Nashville,TN
A00008473,Juan Knowlton,45,Y,Y,2,MI,Bachelor,Rent,Fayetteville,AR
A00009451,Terry Bertram,25,Y,Y,5,MI,Bachelor,Mortgage,Anchorage,AK
A00002420,Marion Graves,34,Y,Y,5,MI,Masters,Own,Pooler,GA
A00004289,Bradley Beiler,47,Y,Y,6,LI,Bachelor,Own,Edmond,OK
A00005676,Nancy Hirsch,31,Y,Y,2,MI,Bachelor,Rent,Oklahoma City,OK
A00007611,Theodore Reagan,36,N,Y,3,HI,Masters,Mortgage,Fremont,CA
A00007909,Eugenie Rossi,54,Y,Y,4,HI,Bachelor,Mortgage,Moore,OK
A00000241,Jewell Standifer,38,Y,Y,7,MI,Masters,Rent,Edmond,OK
A00004380,Victor Ploof,54,Y,Y,2,LI,PhD,Mortgage,Fayetteville,AR
A00003295,Anna Casella,54,Y,Y,7,LI,College,Mortgage,Anchorage,AK
A00008041,Jamie Crisp,38,N,Y,5,MI,NA,Mortgage,Westmore,VT
A00006654,George Shaw,52,Y,Y,3,LI,High School,Mortgage,,MD
A00003006,William Froneberger,46,Y,Y,2,LI,Bachelor,Rent,Southport,FL
A00000133,Thelma Cowan,64,N,Y,6,HI,College,Own,Lynn Haven,FL
A00005548,Nancy Miller,60,Y,Y,3,HI,NA,Mortgage,Savannah,GA
A00007748,Eva Tartaglia,55,N,Y,7,HI,Bachelor,Mortgage,Palmer,MA
A00007253,Cory Ramin,29,Y,N,6,MI,PhD,Own,Oklahoma City,OK
A00009256,Wanda Kato,48,Y,Y,5,MI,High School,Mortgage,Oklahoma City,OK
A00002164,Ashlyn Stokes,63,Y,Y,4,LI,Bachelor,Own,Glendale,AZ
A00006932,Janna Cribbs,25,Y,Y,3,MI,MD,Mortgage,Shelburne,VT
A00007569,Steven Faulk,33,N,Y,5,MI,Bachelor,Rent,Glendale,AZ
A00006682,Andre Whitman,30,Y,N,4,HI,PhD,Rent,Manchester,CT
A00005447,Robert Gaeta,54,N,Y,2,MI,College,Mortgage,Fremont,CA
A00004767,Minnie Lamark,43,N,Y,3,MI,Bachelor,Rent,Berkeley,CA
A00000351,Kyle Murphy,51,N,N,7,LI,High School,Own,Arvada,CO
A00006916,Ian Blow,36,Y,Y,6,MI,Bachelor,Mortgage,Hinesburg,VT
A00008638,Victor Crittle,31,Y,Y,3,LI,High School,Own,Lowell,MA
A00001112,John Lewis,49,Y,Y,7,HI,College,Rent,Bolton,VT
A00007410,Lucius Williams,64,Y,Y,4,MI,Bachelor,Own,Rutland,VT
A00002791,Benjamin Roy,45,Y,Y,3,HI,Bachelor,Rent,Louisville,KY
A00002302,Melody West,27,N,Y,3,LI,College,Mortgage,Oakland,CA
A00003957,Howard Anderson,26,Y,Y,2,HI,Masters,Mortgage,Nashville,TN
A00009757,Henry Fitzpatrick,56,Y,Y,7,MI,Bachelor,Mortgage,Barnard,VT
A00006883,Louise Gagnon,40,Y,Y,3,LI,NA,Mortgage,King City,CA
A00009080,Tommy Williams,38,Y,Y,7,LI,High School,Rent,Del City,OK
A00007775,Chad Knaub,32,N,Y,7,HI,High School,Mortgage,Nashville,TN
A00008030,Thelma Burch,57,Y,N,6,MI,NA,Own,Montgomery,AL
A00004869,Elizabeth Arra,55,Y,Y,4,MI,College,Own,Arvada,CO
A00000310,Esther Dean,25,Y,Y,7,MI,College,Own,Fayetteville,AR
A00004924,Amy Jenkins,54,Y,Y,3,HI,High School,Mortgage,Santa Rosa,CA
A00000665,Mary Scrivner,36,Y,Y,3,MI,High School,Mortgage,Montgomery,AL
A00002280,Henry Franzen,55,Y,Y,5,MI,High School,Own,Montgomery,AL
A00000777,Guadalupe Bassani,53,Y,Y,2,MI,Bachelor,Mortgage,Montgomery,AL
A00006408,Steven Vera,34,N,Y,5,MI,Masters,Mortgage,Savannah,GA
A00009581,Carl Goodman,42,N,Y,6,LI,NA,Own,Glendale,AZ
A00009026,Elizabeth Katechis,45,N,Y,4,HI,Bachelor,Own,Fayetteville,AR
A00003969,Virginia Sauls,46,Y,Y,3,LI,High School,Rent,Anchorage,AK
A00004967,Michael Marshall,54,Y,Y,3,MI,High School,Rent,Washington,DC
A00004821,Diane Perez,61,N,Y,5,HI,Bachelor,Mortgage,Arvada,CO
A00004890,John Silva,40,Y,Y,6,HI,Bachelor,Own,Norman,OK
A00009660,Bradford Judd,39,Y,N,3,HI,Bachelor,Own,Fayetteville,AR
A00007288,Charles Carlson,37,Y,Y,4,LI,Bachelor,Mortgage,Nashville,TN
A00004533,Francisco Lopez,38,Y,Y,3,MI,High School,Own,Peoria,AZ
A00006934,Kenneth Dishong,52,Y,Y,4,MI,Bachelor,Mortgage,Conway,AR
A00004061,Esther Stanley,50,Y,Y,2,MI,Bachelor,Rent,Arvada,CO
A00006141,Anton Hodges,44,Y,Y,4,LI,Masters,Rent,Hartford,VT
A00004872,Robert Watts,61,Y,Y,7,HI,NA,Own,Berkeley,CA
A00000516,Brooke Smith,39,Y,Y,4,HI,Bachelor,Rent,Arvada,CO
A00002631,Travis Welch,61,Y,Y,5,LI,PhD,Rent,Glen Burnie,MD
A00002608,Helen Wisniewski,32,Y,Y,7,MI,Bachelor,Own,Millersville,MD
A00001130,Harry Moynihan,27,N,Y,6,HI,Bachelor,Own,Norman,OK
A00000915,Alan Garrett,37,N,Y,5,MI,Bachelor,Own,Shelburne,VT
A00003655,Robert Krous,35,N,Y,6,LI,High School,Mortgage,Oklahoma City,OK
A00000460,Jeanette Mcauley,53,Y,Y,5,MI,High School,Mortgage,Nashville,TN
A00008123,Dorothy Freeman,47,Y,Y,4,HI,MD,Rent,Savannah,GA
A00008019,Elizabeth Miracle,58,Y,Y,5,MI,MD,Own,Glendale,AZ
A00008588,Georgina Gepner,64,Y,Y,5,LI,Bachelor,Rent,Fayetteville,AR
A00009134,Robert Kennedy,26,Y,Y,2,LI,Masters,Mortgage,Burke,VT
A00001880,Andrew Long,35,N,Y,5,MI,Bachelor,Own,Oakland,CA
A00000266,Charles Jones,33,N,Y,3,HI,College,Rent,Glendale,AZ
A00003755,Pauline Doherty,63,N,Y,5,MI,Bachelor,Rent,Anchorage,AK
A00000062,Stephen Smith,39,Y,Y,3,MI,PhD,Rent,Burke,VT
A00002220,Devin Cunningham,55,Y,Y,6,LI,Bachelor,Rent,Glendale,AZ
A00003456,Lindsay Young,38,Y,Y,6,MI,Masters,Mortgage,Savannah,GA
A00003270,Raymond Book,52,Y,Y,4,HI,Masters,Mortgage,Anchorage,AK
A00006425,Barbara Hayden,47,N,Y,6,HI,MD,Rent,Louisville,KY
A00000866,Aimee Gray,35,N,Y,5,LI,Bachelor,Own,Oklahoma City,OK
A00001951,Stacy Davis,56,Y,Y,6,MI,Bachelor,Rent,Arvada,CO
A00005789,Christina Little,34,Y,Y,6,MI,Bachelor,Mortgage,Carson,CA
A00006911,Mignon Carter,33,N,Y,4,HI,Bachelor,Own,Plantation,KY
A00009814,Bridget Schulz,58,N,Y,3,MI,Masters,Mortgage,Glen Burnie,MD
A00002790,Linda Cox,49,Y,Y,4,HI,Bachelor,Mortgage,Livermore,CA
A00006772,Albert Kendrick,31,Y,Y,7,MI,Bachelor,Mortgage,Montgomery,AL
A00008236,Jada Hite,55,Y,Y,7,MI,Bachelor,Mortgage,Manchester,CT
A00008432,Doris Anderson,48,Y,Y,5,MI,High School,Rent,Arvada,CO
A00000179,Amanda Denney,41,Y,Y,3,MI,Bachelor,Own,Anchorage,AK
A00008079,Beverly Lloyd,60,Y,Y,7,MI,High School,Rent,Wheatland,CA
A00007085,William Bird,40,Y,Y,6,MI,Bachelor,Mortgage,Panama City Beach,FL
A00006303,Kelly Cheung,37,Y,Y,6,LI,Masters,Own,Louisville,KY
A00001793,George Beller,57,Y,Y,6,MI,High School,Rent,Glendale,AZ
A00001967,Katherine Bradley,48,Y,Y,6,LI,High School,Own,Nashville,TN
A00000245,Jean Garner,37,Y,Y,7,MI,Bachelor,Rent,Louisville,KY
A00001164,Brandon Bennett,49,Y,Y,4,MI,High School,Rent,Oklahoma City,OK
A00007311,Francisco Lard,48,N,Y,6,MI,PhD,Rent,Montgomery,AL
A00008348,Allie Schneider,55,Y,Y,4,MI,Bachelor,Mortgage,Westminster,CO
A00003954,Tara Williams,26,Y,Y,6,MI,High School,Own,Calhoun,GA
A00004391,Grace Root,58,Y,Y,3,LI,High School,Mortgage,Severna Park,MD
A00006161,Mark Shelton,31,N,Y,3,HI,College,Mortgage,Pasadena,MD
A00005683,Ginger King,41,Y,Y,5,LI,MD,Rent,Fayetteville,AR
A00002647,Brandon Fugate,43,N,Y,5,LI,Bachelor,Own,Glendale,AZ
A00008575,Thelma Blackmon,43,Y,Y,3,MI,Bachelor,Own,Nashville,TN
A00001894,Melvin Hutchens,47,Y,Y,3,MI,High School,Own,Anchorage,AK
A00005124,Diane Blake,32,N,Y,2,MI,High School,Own,Savannah,GA
A00006852,Tommie Smith,27,N,Y,3,LI,NA,Rent,Arnold,MD
A00002841,Herbert Moreland,28,Y,Y,7,MI,High School,Mortgage,Anchorage,AK
A00009760,Dominique Fetterman,41,N,Y,6,MI,High School,Mortgage,Oklahoma City,OK
A00001239,Scott Long,29,Y,Y,5,MI,Bachelor,Own,Greeley,CO
A00004233,Georgia Stubblefield,35,N,Y,4,LI,Bachelor,Rent,Thunderbolt,GA
A00009948,Imogene Grossman,30,Y,Y,3,HI,College,Mortgage,Dennis,MA
A00001381,Kenneth Mcpherson,25,Y,Y,7,MI,High School,Rent,Fayetteville,AR
A00006044,Nickolas Milligan,62,N,Y,3,LI,Bachelor,Rent,Manchester,CT
A00009928,Melissa Phillips,56,Y,Y,7,LI,High School,Mortgage,Newfane,VT
A00006878,Christopher Hane,58,N,Y,4,HI,High School,Rent,Montgomery,AL
A00008132,Henry Martinez,36,Y,Y,4,MI,Bachelor,Rent,Edmond,OK
A00006700,Teresa Bates,31,Y,Y,4,MI,Masters,Mortgage,Louisville,KY
A00002531,Carmen Hakes,39,N,Y,4,MI,Bachelor,Rent,Louisville,KY
A00007076,Helen Mcdowell,62,Y,Y,6,MI,NA,Own,Glendale,AZ
A00003259,Lisa Trombly,27,Y,Y,2,LI,Bachelor,Mortgage,Arvada,CO
A00008101,Seth Lieder,39,Y,Y,4,MI,Bachelor,Rent,Greeley,CO
A00002359,Carla Tademy,38,Y,Y,5,HI,Bachelor,Own,Washington,DC
A00000614,Viola Lucio,43,Y,Y,5,HI,Bachelor,Rent,Brighton,VT
A00006485,Lori Kirkland,60,Y,Y,3,LI,Bachelor,Own,Arvada,CO
A00001504,Henry Cleckner,58,Y,Y,6,MI,Masters,Own,Deale,MD
A00007617,Stephanie Neri,36,Y,Y,2,HI,Masters,Rent,Louisville,KY
A00005858,Dennis Jones,32,Y,Y,5,LI,Bachelor,Mortgage,Arvada,CO
A00002447,David Fowler,51,Y,Y,5,MI,Bachelor,Rent,Louisville,KY
A00001625,John Welch,51,N,N,5,MI,Bachelor,Rent,Fremont,CA
A00009152,Betty Zurcher,43,Y,Y,7,MI,High School,Rent,Hayward,CA
A00006828,Steven Smith,58,Y,Y,3,MI,Bachelor,Rent,Montgomery,AL
A00008851,Florence Paulk,52,Y,Y,5,HI,High School,Mortgage,Sacramento,CA
A00004223,Joseph Smith,54,N,Y,6,MI,MD,Mortgage,Arvada,CO
A00007673,Austin Osborne,36,N,Y,6,HI,Masters,Rent,Savannah,GA
A00008277,Harvey Laduke,39,Y,Y,2,LI,High School,Rent,Lynn Haven,FL
A00001910,Gail Wood,37,N,Y,4,LI,Bachelor,Rent,Anchorage,AK
A00002929,Adam Runyon,59,Y,Y,6,LI,Bachelor,Own,Arvada,CO
A00001858,Abraham Weikel,35,Y,Y,4,MI,MD,Mortgage,Carson,CA
A00001275,Mary Menendez,42,Y,Y,5,HI,Bachelor,Mortgage,Oklahoma City,OK
A00005481,John Tinsley,40,Y,Y,3,MI,Bachelor,Own,Washington,DC
A00002549,Angela Liptrot,46,N,Y,2,HI,Bachelor,Rent,Moore,OK
A00003867,Norma Royal,52,Y,Y,6,HI,PhD,Mortgage,Savannah,GA
A00000529,Carl Sledge,49,Y,Y,3,MI,High School,Mortgage,Glendale,AZ
A00009214,Karla Waters,45,Y,N,7,HI,Bachelor,Mortgage,Mammoth Lakes,CA
A00009775,Jimmie Duckworth,37,Y,Y,2,LI,Masters,Mortgage,Oklahoma City,OK
A00000406,Curtis Vasquez,41,Y,Y,7,HI,NA,Mortgage,Arvada,CO
A00004324,Mary Strickland,31,N,Y,6,MI,Masters,Rent,Anchorage,AK
A00005466,Margaret Bolen,32,Y,Y,2,MI,NA,Rent,Montgomery,AL
A00007605,Walter Daughtry,36,N,Y,2,MI,Masters,Mortgage,Anchorage,AK
A00003684,Kathy Curry,32,N,Y,4,LI,Bachelor,Mortgage,Glendale,AZ
A00008809,Paulette Bebout,59,Y,N,4,MI,Bachelor,Own,Palmer,MA
A00009235,Eddy Hamilton,52,N,Y,3,MI,Bachelor,Mortgage,Glendale,AZ
A00004440,James Poormon,58,Y,Y,5,HI,High School,Mortgage,San Leandro,CA
A00007187,Phillip Hendershot,51,N,Y,3,MI,Bachelor,Rent,Louisville,KY
A00007448,James Callen,43,Y,Y,7,LI,Bachelor,Rent,Farmington,AR
A00009601,Abbie Markley,49,Y,Y,2,MI,Bachelor,Rent,Oklahoma City,OK
A00005301,Shawnna Cortez,47,Y,Y,5,MI,College,Rent,Arvada,CO
A00006718,David Calnick,50,N,Y,2,LI,PhD,Rent,Severna Park,MD
A00008835,Kent Pate,60,Y,Y,7,MI,Masters,Rent,Arvada,CO
A00007376,Anthony Rice,56,N,Y,4,LI,Bachelor,Mortgage,Oklahoma City,OK
A00001594,Ella Laseter,38,Y,Y,7,LI,Bachelor,Own,Fayetteville,AR
A00003147,Shane Whitener,62,Y,Y,5,MI,Bachelor,Mortgage,Manchester,CT
A00007751,Betty Means,57,Y,Y,2,MI,PhD,Own,Auburn,MA
A00006253,Michael Foster,59,N,Y,3,HI,High School,Rent,Baldwin Park,CA
A00005726,Benjamin Dahl,27,N,Y,5,HI,College,Rent,Baltimore,MD
A00008402,Mercedes Powell,28,Y,Y,6,LI,Bachelor,Own,Readsboro,VT
A00009721,Patricia Spicer,44,Y,Y,3,LI,High School,Own,Nashville,TN
A00005774,Ernest Elletson,34,Y,Y,5,HI,College,Mortgage,Oakland,CA
A00002977,Michele Longbrake,34,N,Y,7,MI,Bachelor,Own,Savannah,GA
A00001632,John Chamblee,60,N,Y,2,MI,High School,Mortgage,Del City,OK
A00007593,Edna Mendoza,51,Y,Y,3,MI,Masters,Own,Manchester,CT
A00006106,John Tucker,55,Y,Y,7,MI,Bachelor,Own,Montgomery,AL
A00008384,Bernard Snyder,53,N,Y,3,MI,College,Mortgage,Nashville,TN
A00007811,Jose Olson,36,Y,Y,5,LI,High School,Rent,Anchorage,AK
A00005849,Kara Williams,42,Y,Y,2,MI,High School,Rent,Washington,DC
A00005861,William Farnsworth,64,N,Y,5,MI,High School,Rent,Chicopee,MA
A00001437,Evelyn Montenegro,50,Y,Y,2,MI,Bachelor,Rent,Glendale,AZ
A00000506,Melvin Lee,37,Y,Y,7,LI,Bachelor,Mortgage,Louisville,KY
A00005538,Robert Windham,32,Y,Y,6,MI,Bachelor,Own,Nashville,TN
A00006940,George Majors,33,Y,Y,3,HI,College,Rent,Glendale,AZ
A00001638,Albert Sarkin,47,Y,N,2,MI,PhD,Own,Manchester,CT
A00005140,Patricia Sjogren,46,N,Y,7,LI,High School,Mortgage,Nashville,TN
A00004132,Janice Hoelscher,56,Y,N,3,MI,Bachelor,Mortgage,Panama City,FL
A00006574,Elenore Campbell,35,N,N,7,HI,High School,Rent,Nashville,TN
A00009033,Barbara Landers,64,Y,Y,4,LI,High School,Rent,Cambridge,MA
A00004664,Maria Wright,47,Y,Y,3,LI,Bachelor,Rent,Moore,OK
A00007072,Barbara Baron,54,Y,Y,7,MI,Bachelor,Rent,Anchorage,AK
A00008948,Evelyn Felix,35,Y,Y,3,MI,Bachelor,Mortgage,Manchester,CT
A00000366,Nathan Nelson,60,Y,N,4,MI,College,Own,McCrory,AR
A00009364,Heather Henderson,29,Y,Y,5,MI,Masters,Own,Norman,OK
A00006055,Jody Dux,64,Y,Y,5,LI,Bachelor,Own,Louisville,KY
A00008306,Javier From,57,Y,Y,2,HI,Bachelor,Mortgage,Arvada,CO
A00006306,John Darden,40,N,Y,7,MI,Bachelor,Own,Tybee Island,GA
A00002914,Carol Stone,58,Y,Y,7,MI,Bachelor,Own,Nashville,TN
A00002422,Lauren Loftin,58,N,Y,4,HI,Bachelor,Own,Nashville,TN
A00002089,Antony Ender,47,N,Y,2,MI,High School,Mortgage,Crownsville,MD
A00009013,Eddie Walker,45,Y,Y,4,MI,High School,Mortgage,Louisville,KY
A00001709,Justin Taveras,49,Y,Y,3,MI,Bachelor,Rent,Savannah,GA
A00002232,Carlos York,48,Y,Y,3,LI,Bachelor,Rent,Montgomery,AL
A00002536,Olga Sheehan,49,N,Y,4,LI,Bachelor,Own,Brighton,VT
A00002792,Dorothy Shafer,55,Y,Y,5,LI,Bachelor,Own,Barre,VT
A00002442,Jason White,45,N,Y,7,LI,College,Own,Annapolis,MD
A00000836,William Lindsey,30,N,Y,5,LI,Bachelor,Mortgage,Louisville,KY
A00004389,Letha Haack,57,Y,Y,3,MI,High School,Own,Pooler,GA
A00002845,Ida Rose,47,Y,Y,3,LI,Bachelor,Mortgage,Lynnfield,MA
A00005344,Patricia Wasilewski,53,Y,Y,6,HI,Bachelor,Own,Burlington,VT
A00003105,Edward Jansen,42,Y,Y,3,MI,College,Rent,Panama City,FL
A00005290,Anthony Johnston,64,Y,Y,3,MI,Masters,Rent,Panama City,FL
A00009557,Teri Enge,28,Y,Y,4,HI,MD,Mortgage,Nashville,TN
A00005430,Ronald Lalonde,63,Y,Y,6,HI,High School,Mortgage,Glendale,AZ
A00000259,Mildred Smith,48,Y,Y,3,LI,Bachelor,Own,Deale,MD
A00004965,Ann Mccarthy,43,Y,Y,7,LI,Bachelor,Mortgage,Fremont,CA
A00004754,Carlton Lipsky,32,N,Y,3,HI,NA,Own,Hayward,CA
A00003347,Megan Finney,33,Y,Y,6,LI,MD,Rent,Louisville,KY
A00005692,Mary Travis,58,Y,Y,3,MI,Bachelor,Mortgage,Washington,DC
A00000644,Ronald Shipman,38,Y,Y,5,LI,Bachelor,Own,Arvada,CO
A00004927,Joan Brasfield,52,N,Y,6,MI,Bachelor,Own,Nashville,TN
A00004949,Paige Greenlaw,26,N,Y,2,LI,Bachelor,Rent,Glendale,AZ
A00009666,Mia Meadows,29,Y,Y,3,MI,MD,Own,Anchorage,AK
A00007068,Harley Smith,28,Y,Y,2,MI,Bachelor,Mortgage,Montgomery,AL
A00007719,Donnie Williams,33,Y,Y,6,LI,Bachelor,Mortgage,Glendale,AZ
A00007871,Robert Knox,59,Y,Y,6,LI,Masters,Rent,Manchester,CT
A00008728,Frank Fields,58,N,Y,7,LI,Bachelor,Own,Goodlettsville,TN
A00004792,Alex Johnson,57,N,Y,5,MI,High School,Rent,Arvada,CO
A00000339,Tommy Mccollom,35,N,N,4,MI,NA,Own,Washington,DC
A00000722,Lydia Burden,43,N,Y,3,HI,PhD,Mortgage,Montgomery,AL
A00008951,Wayne Aleman,46,Y,Y,2,LI,High School,Rent,Oakland,CA
A00001362,Thomas Winship,61,Y,Y,5,MI,Bachelor,Mortgage,Anchorage,AK
A00004662,Nadine Harris,36,N,Y,3,MI,Bachelor,Mortgage,Westmore,VT
A00004933,Christopher Reiber,57,N,Y,6,MI,NA,Mortgage,Manchester,CT
A00008629,Donald Rieck,57,Y,Y,4,LI,NA,Own,Savannah,GA
A00007018,Michael Brandes,62,Y,Y,4,MI,Bachelor,Mortgage,Arvada,CO
A00000314,Damien Holtzman,49,N,Y,5,MI,College,Rent,Louisville,KY
A00002666,Efren Coker,30,Y,Y,4,MI,Bachelor,Mortgage,Washington,DC
A00009945,Celestine Travis,31,Y,Y,2,MI,Bachelor,Rent,Manchester,CT
A00008462,Mary Butts,41,Y,Y,7,LI,High School,Mortgage,Oakland,CA
A00009178,Lloyd Ellis,47,N,Y,5,MI,College,Mortgage,Louisville,KY
A00001976,Tommy Perry,31,Y,Y,6,MI,Bachelor,Rent,Nashville,TN
A00008973,John Gonzales,57,Y,Y,4,LI,High School,Own,Manchester,CT
A00005267,Daisy Olewine,33,Y,Y,3,MI,Bachelor,Mortgage,Groton,CT
A00000700,Alfredo Antonio,47,Y,Y,2,MI,NA,Mortgage,Savannah,GA
A00001776,Alice Arguelles,35,N,Y,3,MI,College,Mortgage,Anchorage,AK
A00002637,Seth Keisler,56,Y,Y,6,MI,PhD,Own,Santa Rosa,CA
A00008408,Constance Platter,25,N,Y,3,MI,High School,Rent,Manchester,CT
A00002903,Marvin Mewborn,60,Y,Y,7,MI,High School,Rent,Groton,CT
A00002090,Margaret Applewhite,57,N,Y,2,HI,Bachelor,Rent,Manchester,CT
A00003373,James Phillips,51,Y,Y,5,MI,High School,Own,Washington,DC
A00009047,Altagracia Burns,46,N,Y,2,HI,College,Own,Panama City,FL
A00003795,Judy Showalter,63,Y,Y,7,MI,NA,Rent,Panama City,FL
A00003971,Anne Dempsey,32,Y,Y,3,MI,Bachelor,Own,Arvada,CO
A00006589,Deborah Le,59,Y,Y,4,MI,Bachelor,Own,Glendale,AZ
A00001644,Tameka Dombkowski,29,Y,Y,4,LI,High School,Mortgage,Montgomery,AL
A00005958,Grady Eisenhower,62,Y,Y,6,LI,Bachelor,Mortgage,Nashville,TN
A00004621,George Harris,55,N,Y,4,LI,MD,Own,Washington,DC
A00005933,Kimberly Lesh,33,Y,Y,3,HI,High School,Rent,Savannah,GA
A00004833,Evelyn Montgomery,55,N,N,3,HI,Bachelor,Mortgage,Glendale,AZ
A00005593,Robert Wickes,41,N,Y,7,MI,High School,Own,Montgomery,AL
A00005029,Margaret Gahagan,38,N,Y,3,HI,College,Mortgage,Manchester,CT
A00006439,Steven Houck,43,Y,Y,4,MI,High School,Rent,Pooler,GA
A00003464,Faye Powers,38,N,Y,2,MI,Bachelor,Own,Alameda,CA
A00007109,William Vaughan,50,N,N,2,MI,High School,Mortgage,Arvada,CO
A00005835,Alisha Sullivan,51,Y,Y,2,MI,High School,Own,Oakland,CA
A00002710,Clifton Fish,52,N,Y,5,LI,Masters,Own,Montgomery,AL
A00009205,Victor Bell,52,Y,Y,5,HI,Bachelor,Mortgage,Arvada,CO
A00009217,Carlos Daley,54,Y,N,4,MI,Bachelor,Mortgage,Wheelock,VT
A00004542,Herbert Hannah,47,Y,Y,5,HI,Bachelor,Rent,Panama City,FL
A00008740,Matthew Anderson,35,Y,Y,4,MI,Bachelor,Rent,Underhill,VT
A00005159,Karen Roberts,39,N,Y,4,LI,NA,Own,Montgomery,AL
A00003411,Nancy Dominquez,48,Y,Y,4,HI,Masters,Own,Edmond,OK
A00009845,Nicole Otis,47,Y,Y,7,HI,Masters,Own,Panama City,FL
A00005501,Kelly Chen,53,N,Y,2,MI,PhD,Own,Oklahoma City,OK
A00001286,Silva Bates,44,Y,Y,3,HI,High School,Rent,Arvada,CO
A00008005,Joan Potts,59,Y,Y,3,LI,Bachelor,Mortgage,Montgomery,AL
A00008129,Randal Klein,59,Y,Y,5,MI,High School,Rent,Savannah,GA
A00001963,Rebecca Haney,27,Y,Y,3,MI,College,Mortgage,Glendale,AZ
A00001749,Dena Saylor,34,N,Y,5,LI,Bachelor,Mortgage,Norman,OK
